Sales Person,Country,Product,Date,Amount,Boxes Shipped,Revenue per Box,Month
Barr Faughny,USA,85% Dark Bars,2023-08-25,14566.22,45,324.0,8
Husein Augar,Canada,Eclairs,2023-01-17,4049.61,255,16.0,1
Jan Morforth,Australia,70% Dark Bites,2023-03-04,5924.44,396,15.0,3
Marney O'Breen,New Zealand,Fruit & Nut Bars,2023-08-25,10100.95,4,2525.0,8
Ches Bonnell,UK,Peanut Butter Cubes,2023-04-15,2362.01,272,9.0,4
Kaine Padly,USA,Organic Choco Syrup,2023-03-11,2638.76,24,110.0,3
Camilla Castle,USA,Raspberry Choco,2023-05-20,3496.41,18,194.0,5
Brien Boise,New Zealand,Manuka Honey Choco,2023-06-14,17222.86,44,391.0,6
Jehu Rudeforth,New Zealand,After Nines,2023-04-14,1604.87,71,23.0,4
Jehu Rudeforth,USA,Smooth Sliky Salty,2023-07-07,7170.21,151,47.0,7
Madelene Upcott,India,Mint Chip Choco,2023-08-24,4090.16,75,55.0,8
Jehu Rudeforth,India,Eclairs,2023-02-24,9574.38,134,71.0,2
Karlen McCaffrey,Canada,Raspberry Choco,2023-05-09,717.9,213,3.0,5
Kaine Padly,Australia,70% Dark Bites,2023-02-08,7734.54,227,34.0,2
Roddy Speechley,UK,70% Dark Bites,2023-03-24,1606.49,305,5.0,3
Rafaelita Blaksland,USA,Drinking Coco,2023-06-20,9170.09,79,116.0,6
Mallorie Waber,Canada,Manuka Honey Choco,2023-03-07,1583.57,122,13.0,3
Kaine Padly,Australia,Fruit & Nut Bars,2023-06-20,7684.52,83,93.0,6
Oby Sorrel,New Zealand,Organic Choco Syrup,2023-02-17,16765.07,261,64.0,2
Madelene Upcott,UK,99% Dark & Pure,2023-01-26,11796.63,45,262.0,1
Madelene Upcott,Australia,Mint Chip Choco,2023-05-02,2766.65,148,19.0,5
Curtice Advani,Canada,99% Dark & Pure,2023-07-07,13232.74,7,1890.0,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,2023-08-22,2820.41,50,56.0,8
Karlen McCaffrey,Australia,After Nines,2023-08-11,2483.32,65,38.0,8
Marney O'Breen,UK,99% Dark & Pure,2023-01-13,9124.16,209,44.0,1
Gunar Cockshoot,Australia,50% Dark Bites,2023-03-02,12728.16,111,115.0,3
Marney O'Breen,Australia,Choco Coated Almonds,2023-07-27,12624.64,41,308.0,7
Kelci Walkden,New Zealand,Drinking Coco,2023-03-10,17584.16,110,160.0,3
Beverie Moffet,USA,85% Dark Bars,2023-08-23,13156.49,360,37.0,8
Roddy Speechley,USA,Eclairs,2023-04-25,4164.1,167,25.0,4
Dennison Crosswaite,UK,Milk Bars,2023-03-07,11698.98,436,27.0,3
Wilone O'Kielt,UK,Organic Choco Syrup,2023-07-12,4964.25,56,89.0,7
Madelene Upcott,USA,Orange Choco,2023-05-16,8258.37,132,63.0,5
Gunar Cockshoot,India,Smooth Sliky Salty,2023-03-02,3938.2,70,56.0,3
Marney O'Breen,New Zealand,85% Dark Bars,2023-05-30,1368.27,163,8.0,5
Marney O'Breen,UK,Manuka Honey Choco,2023-06-10,12449.46,177,70.0,6
Brien Boise,USA,99% Dark & Pure,2023-07-25,7323.82,339,22.0,7
Beverie Moffet,New Zealand,Mint Chip Choco,2023-06-09,4560.81,102,45.0,6
Dennison Crosswaite,USA,Milk Bars,2023-05-12,777.46,58,13.0,5
Gunar Cockshoot,USA,Drinking Coco,2023-05-09,3857.27,5,771.0,5
Brien Boise,Canada,Manuka Honey Choco,2023-08-09,7442.69,179,42.0,8
Van Tuxwell,India,Choco Coated Almonds,2023-04-13,5799.3,125,46.0,4
Andria Kimpton,USA,Caramel Stuffed Bars,2023-05-02,8836.9,48,184.0,5
Dotty Strutley,USA,99% Dark & Pure,2023-08-09,4185.0,315,13.0,8
Camilla Castle,Australia,Raspberry Choco,2023-08-23,6984.06,174,40.0,8
Gunar Cockshoot,India,Spicy Special Slims,2023-05-13,7362.7,179,41.0,5
Karlen McCaffrey,USA,Manuka Honey Choco,2023-02-01,10338.27,73,142.0,2
Camilla Castle,USA,50% Dark Bites,2023-06-23,6215.72,324,19.0,6
Madelene Upcott,UK,Choco Coated Almonds,2023-05-24,10400.66,144,72.0,5
Jan Morforth,Canada,Mint Chip Choco,2023-04-01,1062.61,217,5.0,4
Camilla Castle,Canada,70% Dark Bites,2023-07-27,10095.71,151,67.0,7
Ches Bonnell,India,Peanut Butter Cubes,2023-01-27,23251.68,210,111.0,1
Jan Morforth,India,Choco Coated Almonds,2023-08-12,2669.61,143,19.0,8
Gigi Bohling,Canada,Almond Choco,2023-02-01,10265.97,49,210.0,2
Rafaelita Blaksland,India,After Nines,2023-03-02,5423.54,203,27.0,3
Kelci Walkden,Australia,99% Dark & Pure,2023-06-30,3272.68,32,102.0,6
Dotty Strutley,Australia,Spicy Special Slims,2023-01-17,8840.59,92,96.0,1
Brien Boise,USA,Milk Bars,2023-07-07,14460.51,124,117.0,7
Mallorie Waber,New Zealand,Mint Chip Choco,2023-01-31,1461.99,109,13.0,1
Beverie Moffet,UK,99% Dark & Pure,2023-08-10,3701.6,131,28.0,8
Beverie Moffet,USA,Peanut Butter Cubes,2023-08-18,13951.32,329,42.0,8
Brien Boise,New Zealand,White Choc,2023-06-15,5774.92,325,18.0,6
Marney O'Breen,USA,Baker's Choco Chips,2023-01-26,9718.87,10,972.0,1
Kelci Walkden,USA,Spicy Special Slims,2023-04-29,87.52,69,1.0,4
Mallorie Waber,Canada,White Choc,2023-03-03,3398.51,74,46.0,3
Kaine Padly,Australia,Almond Choco,2023-02-22,4371.77,375,12.0,2
Oby Sorrel,USA,Smooth Sliky Salty,2023-03-04,3632.32,169,21.0,3
Dennison Crosswaite,India,Smooth Sliky Salty,2023-07-07,3343.85,10,334.0,7
Camilla Castle,New Zealand,Caramel Stuffed Bars,2023-06-17,4400.28,364,12.0,6
Jan Morforth,Canada,Caramel Stuffed Bars,2023-08-02,10802.13,124,87.0,8
Oby Sorrel,USA,Baker's Choco Chips,2023-08-12,9154.17,123,74.0,8
Madelene Upcott,New Zealand,Peanut Butter Cubes,2023-01-28,5360.89,340,16.0,1
Kelci Walkden,Australia,Orange Choco,2023-04-29,11597.46,462,25.0,4
Marney O'Breen,Australia,Manuka Honey Choco,2023-04-05,14939.24,238,63.0,4
Kaine Padly,Canada,Manuka Honey Choco,2023-01-18,10845.85,146,74.0,1
Jehu Rudeforth,UK,Baker's Choco Chips,2023-05-16,2832.78,104,27.0,5
Kelci Walkden,Australia,White Choc,2023-08-24,8879.72,177,50.0,8
Curtice Advani,India,85% Dark Bars,2023-01-18,298.34,399,1.0,1
Kaine Padly,USA,Eclairs,2023-08-22,7799.51,10,780.0,8
Gunar Cockshoot,UK,99% Dark & Pure,2023-03-07,8.04,85,0.0,3
Beverie Moffet,UK,Choco Coated Almonds,2023-03-04,3212.35,66,49.0,3
Dotty Strutley,Canada,Manuka Honey Choco,2023-04-22,12048.56,113,107.0,4
Kaine Padly,Australia,Milk Bars,2023-06-09,4499.64,91,49.0,6
Jan Morforth,Canada,Fruit & Nut Bars,2023-07-25,9984.16,207,48.0,7
Jan Morforth,India,Smooth Sliky Salty,2023-08-03,11867.83,95,125.0,8
Rafaelita Blaksland,Australia,Manuka Honey Choco,2023-08-03,4806.65,132,36.0,8
Jehu Rudeforth,UK,Milk Bars,2023-05-03,13420.93,232,58.0,5
Husein Augar,Canada,After Nines,2023-01-19,10407.51,301,35.0,1
Roddy Speechley,USA,50% Dark Bites,2023-02-11,10849.39,330,33.0,2
Van Tuxwell,India,Almond Choco,2023-06-14,7247.29,402,18.0,6
Kelci Walkden,USA,50% Dark Bites,2023-03-23,6387.65,227,28.0,3
Madelene Upcott,Canada,85% Dark Bars,2023-02-17,8373.42,108,78.0,2
Dennison Crosswaite,Canada,Smooth Sliky Salty,2023-03-17,1887.19,488,4.0,3
Mallorie Waber,Australia,Spicy Special Slims,2023-06-29,6054.04,287,21.0,6
Ches Bonnell,Canada,Choco Coated Almonds,2023-08-24,16254.61,268,61.0,8
Gigi Bohling,Canada,Spicy Special Slims,2023-07-04,13173.56,301,44.0,7
Roddy Speechley,New Zealand,Almond Choco,2023-03-28,2721.46,72,38.0,3
Curtice Advani,India,Smooth Sliky Salty,2023-04-19,19283.64,139,139.0,4
Ches Bonnell,New Zealand,Mint Chip Choco,2023-01-18,9327.52,232,40.0,1
Van Tuxwell,New Zealand,Fruit & Nut Bars,2023-01-17,3184.03,85,37.0,1
Andria Kimpton,New Zealand,Mint Chip Choco,2023-02-15,9738.74,209,47.0,2
Andria Kimpton,UK,Milk Bars,2023-02-11,16486.65,314,53.0,2
Camilla Castle,USA,Manuka Honey Choco,2023-03-21,16792.23,184,91.0,3
Gunar Cockshoot,New Zealand,Almond Choco,2023-01-05,5752.62,125,46.0,1
Brien Boise,India,Raspberry Choco,2023-05-30,6833.28,157,44.0,5
Jehu Rudeforth,USA,99% Dark & Pure,2023-01-04,2815.72,222,13.0,1
Beverie Moffet,Australia,Fruit & Nut Bars,2023-04-22,1545.36,269,6.0,4
Gigi Bohling,Canada,Milk Bars,2023-02-10,3432.73,120,29.0,2
Dotty Strutley,India,Spicy Special Slims,2023-08-12,1001.99,217,5.0,8
Gunar Cockshoot,USA,Organic Choco Syrup,2023-08-10,2494.19,315,8.0,8
Kelci Walkden,Australia,Raspberry Choco,2023-06-07,770.25,61,13.0,6
Jehu Rudeforth,India,Baker's Choco Chips,2023-06-06,2261.98,73,31.0,6
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2023-04-05,5667.58,204,28.0,4
Wilone O'Kielt,USA,50% Dark Bites,2023-04-18,4738.71,125,38.0,4
Andria Kimpton,India,50% Dark Bites,2023-01-31,13661.89,15,911.0,1
Madelene Upcott,USA,Baker's Choco Chips,2023-08-22,6067.19,151,40.0,8
Jehu Rudeforth,Australia,99% Dark & Pure,2023-02-25,11720.99,204,57.0,2
Jan Morforth,Australia,Mint Chip Choco,2023-02-22,19999.55,106,189.0,2
Oby Sorrel,New Zealand,Milk Bars,2023-01-12,4484.03,201,22.0,1
Brien Boise,UK,Almond Choco,2023-05-25,107.24,129,1.0,5
Kelci Walkden,India,Smooth Sliky Salty,2023-02-01,2525.98,8,316.0,2
Rafaelita Blaksland,UK,Eclairs,2023-04-27,1577.84,67,24.0,4
Gigi Bohling,USA,Smooth Sliky Salty,2023-07-22,2972.07,129,23.0,7
Curtice Advani,New Zealand,Mint Chip Choco,2023-01-26,3691.63,284,13.0,1
Curtice Advani,USA,Mint Chip Choco,2023-08-24,5188.89,293,18.0,8
Madelene Upcott,New Zealand,Fruit & Nut Bars,2023-01-18,5766.51,21,275.0,1
Karlen McCaffrey,India,85% Dark Bars,2023-03-30,1036.77,82,13.0,3
Ches Bonnell,Australia,Caramel Stuffed Bars,2023-01-17,10033.52,163,62.0,1
Kelci Walkden,USA,Fruit & Nut Bars,2023-02-17,5220.69,154,34.0,2
Kelci Walkden,Canada,Peanut Butter Cubes,2023-04-08,8106.62,47,172.0,4
Gigi Bohling,Canada,Drinking Coco,2023-07-06,3934.09,86,46.0,7
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231,20.0,4
Jan Morforth,New Zealand,Organic Choco Syrup,2023-03-02,1921.57,226,9.0,3
Gigi Bohling,New Zealand,Raspberry Choco,2023-08-09,1161.31,181,6.0,8
Dennison Crosswaite,Australia,Milk Bars,2023-06-09,11389.29,282,40.0,6
Ches Bonnell,UK,Caramel Stuffed Bars,2023-06-02,3032.3,313,10.0,6
Van Tuxwell,USA,Fruit & Nut Bars,2023-07-05,6871.55,238,29.0,7
Andria Kimpton,Canada,Eclairs,2023-08-11,339.99,124,3.0,8
Madelene Upcott,India,Choco Coated Almonds,2023-02-11,3720.22,141,26.0,2
Kelci Walkden,New Zealand,Spicy Special Slims,2023-08-11,731.19,69,11.0,8
Roddy Speechley,Australia,Drinking Coco,2023-05-12,13288.65,112,119.0,5
Wilone O'Kielt,USA,Milk Bars,2023-07-15,5332.79,101,53.0,7
Andria Kimpton,India,Organic Choco Syrup,2023-01-18,3971.78,131,30.0,1
Madelene Upcott,UK,Fruit & Nut Bars,2023-01-05,9538.21,198,48.0,1
Curtice Advani,Australia,50% Dark Bites,2023-06-29,547.85,221,2.0,6
Brien Boise,Canada,Raspberry Choco,2023-06-14,2994.76,47,64.0,6
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71,63.0,8
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,14691.77,143,103.0,3
Barr Faughny,India,Caramel Stuffed Bars,2023-01-04,7042.98,107,66.0,1
Brien Boise,India,Milk Bars,2023-02-22,15583.0,248,63.0,2
Beverie Moffet,UK,Spicy Special Slims,2023-02-17,9059.82,268,34.0,2
Barr Faughny,USA,Almond Choco,2023-02-03,430.59,85,5.0,2
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,1264.25,137,9.0,3
Wilone O'Kielt,Australia,Baker's Choco Chips,2023-01-25,2995.47,156,19.0,1
Brien Boise,Australia,Milk Bars,2023-07-27,2117.82,56,38.0,7
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,8081.79,54,150.0,1
Madelene Upcott,Australia,Organic Choco Syrup,2023-07-05,11542.54,49,236.0,7
Van Tuxwell,India,White Choc,2023-03-15,2183.68,46,47.0,3
Gunar Cockshoot,Canada,After Nines,2023-08-04,3125.34,191,16.0,8
Jan Morforth,USA,Fruit & Nut Bars,2023-06-27,4891.86,380,13.0,6
Jan Morforth,Canada,After Nines,2023-07-13,4881.32,183,27.0,7
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,5917.62,238,25.0,2
Karlen McCaffrey,New Zealand,85% Dark Bars,2023-06-28,6312.53,60,105.0,6
Oby Sorrel,Australia,85% Dark Bars,2023-06-30,7956.28,27,295.0,6
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,5895.88,7,842.0,8
Kaine Padly,India,70% Dark Bites,2023-01-24,13535.7,296,46.0,1
Beverie Moffet,USA,White Choc,2023-03-11,5639.9,129,44.0,3
Ches Bonnell,New Zealand,After Nines,2023-06-23,5813.44,356,16.0,6
Husein Augar,India,Spicy Special Slims,2023-08-22,2514.82,32,79.0,8
Gunar Cockshoot,Canada,50% Dark Bites,2023-01-04,3044.01,22,138.0,1
Curtice Advani,India,Milk Bars,2023-04-05,3902.04,214,18.0,4
Beverie Moffet,India,Milk Bars,2023-04-15,1928.74,354,5.0,4
Husein Augar,Australia,White Choc,2023-05-11,3251.53,241,13.0,5
Andria Kimpton,Canada,Manuka Honey Choco,2023-07-21,5031.94,495,10.0,7
Jan Morforth,New Zealand,Orange Choco,2023-02-11,1350.26,89,15.0,2
Andria Kimpton,Canada,Smooth Sliky Salty,2023-07-08,1187.71,75,16.0,7
Gunar Cockshoot,UK,Raspberry Choco,2023-08-11,7055.38,334,21.0,8
Husein Augar,New Zealand,After Nines,2023-08-04,7231.89,8,904.0,8
Andria Kimpton,New Zealand,Orange Choco,2023-06-14,9295.83,93,100.0,6
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,2276.94,296,8.0,1
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,4229.79,548,8.0,6
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,1640.53,119,14.0,8
Andria Kimpton,UK,Caramel Stuffed Bars,2023-06-07,8234.5,294,28.0,6
Jan Morforth,UK,White Choc,2023-06-22,10087.04,46,219.0,6
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,3169.26,281,11.0,7
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,10355.42,215,48.0,5
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,7772.63,140,56.0,8
Kaine Padly,Canada,85% Dark Bars,2023-04-06,1992.77,31,64.0,4
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,1815.56,266,7.0,7
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50,15.0,8
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,114.96,132,1.0,1
Curtice Advani,USA,Drinking Coco,2023-02-07,5378.09,142,38.0,2
Brien Boise,Australia,Spicy Special Slims,2023-05-09,6707.63,269,25.0,5
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102,80.0,6
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6,1658.0,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,7229.26,215,34.0,5
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,2260.21,128,18.0,1
Marney O'Breen,USA,Raspberry Choco,2023-05-23,6206.9,149,42.0,5
Jehu Rudeforth,UK,White Choc,2023-06-29,1889.83,286,7.0,6
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,7797.24,88,89.0,3
Dotty Strutley,USA,85% Dark Bars,2023-04-25,11644.92,536,22.0,4
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,4207.22,255,16.0,5
Curtice Advani,India,Manuka Honey Choco,2023-05-23,1683.88,169,10.0,5
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,1337.36,18,74.0,5
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,7147.04,300,24.0,6
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,12030.46,296,41.0,3
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,15844.58,232,68.0,7
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133,38.0,8
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12,825.0,3
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33,241.0,4
Camilla Castle,India,85% Dark Bars,2023-05-04,9523.65,55,173.0,5
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,16240.71,93,175.0,1
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109,54.0,1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,6924.52,94,74.0,7
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158,29.0,5
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60,29.0,7
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21,43.0,2
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178,58.0,5
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,10415.77,200,52.0,7
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193,22.0,6
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304,16.0,6
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53,124.0,3
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,88.72,165,1.0,7
Andria Kimpton,UK,White Choc,2023-05-12,9793.16,110,89.0,5
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143,34.0,4
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404,19.0,4
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95,75.0,3
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231,36.0,1
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52,25.0,8
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67,19.0,7
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133,25.0,6
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85,126.0,4
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344,21.0,8
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,10336.22,123,84.0,8
Gigi Bohling,Canada,White Choc,2023-07-11,6985.95,4,1746.0,7
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21,162.0,3
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,15337.23,31,495.0,1
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378,42.0,4
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772,10.0,1
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,9489.27,54,176.0,7
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,1281.32,354,4.0,4
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192,3.0,8
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,1933.56,239,8.0,6
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30,44.0,7
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111,89.0,2
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297,7.0,4
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103,1.0,6
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20,134.0,3
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60,49.0,7
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90,26.0,5
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330,20.0,3
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134,108.0,7
Beverie Moffet,Canada,Orange Choco,2023-05-10,9390.28,104,90.0,5
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94,173.0,3
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55,131.0,6
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,15567.58,57,273.0,5
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105,28.0,6
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186,18.0,4
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127,8.0,8
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54,379.0,2
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115,76.0,3
Jan Morforth,India,Baker's Choco Chips,2023-08-01,14613.52,85,172.0,8
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31,317.0,3
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103,64.0,6
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169,58.0,4
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31,169.0,1
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123,28.0,8
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,10454.55,434,24.0,6
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7,345.0,1
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108,13.0,4
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,4022.64,71,57.0,6
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43,201.0,2
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453,2.0,5
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540,4.0,3
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131,6.0,7
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83,57.0,7
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312,8.0,8
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646,13.0,6
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162,5.0,6
Camilla Castle,India,99% Dark & Pure,2023-08-02,207.87,216,1.0,8
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94,142.0,2
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25,272.0,2
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300,20.0,2
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120,72.0,2
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140,6.0,3
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253,8.0,8
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,321.61,76,4.0,5
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96,5.0,1
Curtice Advani,India,White Choc,2023-07-04,7887.15,335,24.0,7
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,1793.67,13,138.0,6
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29,418.0,2
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,11749.75,213,55.0,5
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101,39.0,6
Kelci Walkden,India,Drinking Coco,2023-07-04,8105.37,255,32.0,7
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106,15.0,6
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91,18.0,5
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281,8.0,1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43,190.0,6
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251,14.0,8
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,801.09,101,8.0,1
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8,259.0,8
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284,18.0,4
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338,31.0,5
Oby Sorrel,UK,Raspberry Choco,2023-04-08,4611.37,322,14.0,4
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148,22.0,2
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394,28.0,3
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2,758.0,3
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184,2.0,7
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38,210.0,3
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109,1.0,8
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175,50.0,5
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180,20.0,5
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173,35.0,8
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54,10.0,4
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201,94.0,8
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331,2.0,1
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31,143.0,2
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324,28.0,5
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129,80.0,3
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290,20.0,1
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219,6.0,3
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170,52.0,6
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176,33.0,3
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107,34.0,5
Oby Sorrel,UK,Milk Bars,2023-07-11,6853.82,220,31.0,7
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59,74.0,3
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,7686.15,141,55.0,3
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235,18.0,6
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234,23.0,1
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456,6.0,1
